contract_date,contract_no.,sent_to_laserfiche_contract,sent_to_laserfiche_fixation,customer_name,consignee_name,trade_slip_contract_price,trade_slip_total_cost,trade_slip_net_price,country,agent_name,vmi,amendment,commodity,origin,contract_quality,quality_type,crop_year,local_quality_text,sales_terms,from,shipped_from_country,final_destination,destination_country,payment_terms,delivery_shipment,delivery_or_shipment_period,quantity,quantity_unit,weight_mt,net_weight_in_lots__in_mt_,gross_weight_in_lots__in_mt_,unapplied_weight_mt,uninvoiced_weight_mt,washout_weight_in_mt,uninvoiced_quantity,l_c_numbers,+__,price,price_unit,price_method,cover_month,cover_year,average_price,market_price,market_price_unit,hypothetical_exchange,hypothetical_cover_month,hypothetical_cover_year,hypothetical_on_off_ratio,hypothetical_differential_ratio,hypothetical_differential_price_unit,sas_approved,posting_dates,on_call_balance,total_weight_fixed,number_of_lot_to_be_fixed,number_of_lot_fixed,trade_slip_price,market_price2,selling_commission,buying_commission,fob_nett,anticipated_margin,anticipated_purchase_price,costs_to_fob_new_trade_slip,freight_new_trade_slip,insurance_new_trade_slip,other_costs_new_trade_slip,controlling_costs_new_trade_slip,bank_charges_costs_new_trade_slip,weight_loss_costs_new_trade_slip,interest_costs_new_trade_slip,cost_hedge_costs_new_trade_slip,custom_charge_costs_new_trade_slip,custom_duties_costs_new_trade_slip,customer,commission_price_unit,commission_on_amount_rate__%_,commission_on_quantity_sign,commission_on_quantity_rate,commission_on_weight_sign,commission_on_weight_rate,commission_on_price_unit_sign,commission_on_price_unit_rate,agent_commission_price_unit,agent_on_amount_rate__%_,agent_on_weight_sign,agent_on_price_unit_rate,periods__begin_,periods__end_,price__exchange_,exchange_price_unit,s.i._no.,s.i._date,advice_no.,advice_date,fixation_date,created_on,created_by,invoiced,invoiced_on,third_party_invoiced_amount,third_party_currency,margin_percentage,is_invoiced
2024-03-08,CT2024030142,1,0,African Export Group,Air Cargo International,13329.43,11330.02,690997.65,Germany,,,,Cashew Kernels W240,Vietnam,,,2024,,FOB,Vietnam,Vietnam,Germany,Germany,LC 60 days,Prompt,March 2024,3,Containers,51.84,51.84,52.88,0,0.0,0,0,,,13329.43,USD/MT,Fixed,,,13329.43,12697.96,USD/MT,,,,,,,1,,0,51.84,0,3,13329.43,,6909.98,3454.99,677177.7,103649.41,11330.02,1133.0,2592.0,1382.0,3454.99,0,691.0,0,0,0,0,0,African Export Group,USD/MT,1.0,,0,,0,,0,,0,,0,2024-03-08,2024-04-07,,,,,,,,2024-03-08,System,1,2024-04-20,675691.53,USD,15.0,1
2022-07-10,CT2022070143,0,0,Mountain View Imports,Quick Ship Logistics,10714.6,9107.41,178612.38,India,,,,Cashew Kernels Pieces,Ivory Coast,,,2022,,FOB,Ivory Coast,Ivory Coast,India,India,CAD,Prompt,July 2022,1,Containers,16.67,16.67,17.0,0,16.67,0,1,,,10714.6,USD/MT,Fixed,,,10714.6,10913.16,USD/MT,,,,,,,0,,0,0.0,0,0,10714.6,,1786.12,893.06,175040.13,26791.86,9107.41,910.74,833.5,357.22,893.06,0,178.61,0,0,0,0,0,Mountain View Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2022-07-10,2022-08-09,,,,,,,,2022-07-10,System,0,,0.0,GBP,15.0,0
2022-10-12,CT2022100144,1,0,Middle East Trading,Maritime Shipping Corp.,9931.73,8441.97,160596.07,France,,,,Cashew Kernels W450,Tanzania,,,2022,,CFR,Tanzania,Tanzania,France,France,TT Advance,Prompt,October 2022,1,Containers,16.17,16.17,16.49,0,0.0,0,0,,,9931.73,USD/MT,Fixed,,,9931.73,9889.88,USD/MT,,,,,,,0,,0,16.17,0,1,9931.73,,1605.96,802.98,157384.15,24089.42,8441.97,844.2,808.5,321.19,802.98,0,160.6,0,0,0,0,0,Middle East Trading,USD/MT,1.0,,0,,0,,0,,0,,0,2022-10-12,2022-11-11,,,,,,,,2022-10-12,System,1,2022-11-11,158354.95,USD,15.0,1
2023-09-16,CT2023090145,1,0,Global Trading Co.,Land Transport Group,11014.31,9362.16,570320.97,Japan,,,,Cashew Kernels Pieces,Nigeria,,,2023,,FCA,Nigeria,Nigeria,Japan,Japan,LC 60 days,Prompt,September 2023,3,Containers,51.78,51.78,52.82,0,0.0,0,0,,,11014.31,USD/MT,Fixed,,,11014.31,11526.01,USD/MT,,,,,,,1,,0,51.78,0,3,11014.31,,5703.21,2851.6,558914.55,85548.33,9362.16,936.22,2589.0,1140.64,2851.6,0,570.32,0,0,0,0,0,Global Trading Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2023-09-16,2023-10-16,,,,,,,,2023-09-16,System,1,2023-11-14,547532.41,EUR,15.0,1
2023-08-20,CT2023080146,0,0,Golden Harvest Co.,Coastal Distribution,13715.46,11658.14,699625.61,Singapore,,,,Cashew Kernels SW,Nigeria,,,2023,,EXW,Nigeria,Nigeria,Singapore,Singapore,LC 90 days,Prompt,August 2023,3,Containers,51.01,51.01,52.03,0,51.01,0,3,,,13715.46,USD/MT,Fixed,,,13715.46,13964.69,USD/MT,,,,,,,0,,0,0.0,0,0,13715.46,,6996.26,3498.13,685633.1,104943.89,11658.14,1165.81,2550.5,1399.25,3498.13,0,699.63,0,0,0,0,0,Golden Harvest Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2023-08-20,2023-09-19,,,,,,,,2023-08-20,System,0,,0.0,USD,15.0,0
2024-08-03,CT2024080147,0,1,Golden Harvest Co.,Express Freight Services,13569.6,11534.16,254837.09,Australia,,,,Cashew Kernels LWP,Nigeria,,,2024,,EXW,Nigeria,Nigeria,Australia,Australia,CAD,Prompt,August 2024,1,Containers,18.78,18.78,19.16,0,0.0,0,0,,,13569.6,USD/MT,Fixed,,,13569.6,13961.87,USD/MT,,,,,,,0,,0,18.78,0,1,13569.6,,2548.37,1274.19,249740.35,38225.57,11534.16,1153.42,939.0,509.67,1274.19,0,254.84,0,0,0,0,0,Golden Harvest Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2024-08-03,2024-09-02,,,,,,,,2024-08-03,System,1,2024-09-06,245179.03,EUR,15.0,1
2024-07-08,CT2024070148,0,0,Mountain View Imports,Coastal Distribution,14779.0,12562.15,1156308.96,Singapore,,,,Cashew Kernels Pieces,Tanzania,,,2024,,FCA,Tanzania,Tanzania,Singapore,Singapore,TT 30 days,Prompt,July 2024,5,Containers,78.24,78.24,79.8,0,78.24,0,5,,,14779.0,USD/MT,Fixed,,,14779.0,15011.92,USD/MT,,,,,,,1,,0,0.0,0,0,14779.0,,11563.09,5781.54,1133182.78,173446.34,12562.15,1256.22,3912.0,2312.62,5781.54,0,1156.31,0,0,0,0,0,Mountain View Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2024-07-08,2024-08-07,,,,,,,,2024-07-08,System,0,,0.0,GBP,15.0,0
2022-12-07,CT2022120149,0,1,Sunrise Trading LLC,Quick Ship Logistics,11013.19,9361.21,639756.21,United States,,,,Cashew Kernels Pieces,Mozambique,,,2022,,FOB,Mozambique,Mozambique,United States,United States,LC 30 days,Prompt,December 2022,3,Containers,58.09,58.09,59.25,0,0.0,0,0,,,11013.19,USD/MT,Fixed,,,11013.19,10874.56,USD/MT,,,,,,,1,,0,58.09,0,3,11013.19,,6397.56,3198.78,626961.09,95963.52,9361.21,936.12,2904.5,1279.51,3198.78,0,639.76,0,0,0,0,0,Sunrise Trading LLC,USD/MT,1.0,,0,,0,,0,,0,,0,2022-12-07,2023-01-06,,,,,,,,2022-12-07,System,1,2023-01-24,625617.39,EUR,15.0,1
2024-10-21,CT2024100150,0,1,Euro Nuts Ltd.,Air Cargo International,14732.1,12522.28,758555.83,United States,,,,Cashew Kernels W320,Tanzania,,,2024,,FOB,Tanzania,Tanzania,United States,United States,CAD,Prompt,October 2024,3,Containers,51.49,51.49,52.52,0,0.0,0,0,,,14732.1,USD/MT,Fixed,,,14732.1,14508.61,USD/MT,,,,,,,0,,0,51.49,0,3,14732.1,,7585.56,3792.78,743384.71,113783.63,12522.28,1252.23,2574.5,1517.11,3792.78,0,758.56,0,0,0,0,0,Euro Nuts Ltd.,USD/MT,1.0,,0,,0,,0,,0,,0,2024-10-21,2024-11-20,,,,,,,,2024-10-21,System,1,2024-11-26,737897.8,USD,15.0,1
2024-06-16,CT2024060151,0,0,Golden Harvest Co.,Coastal Distribution,8805.6,7484.76,165016.94,Japan,,,,Cashew Kernels LWP,Vietnam,,,2024,,CFR,Vietnam,Vietnam,Japan,Japan,CAD,Prompt,June 2024,1,Containers,18.74,18.74,19.11,0,0.0,0,0,,,8805.6,USD/MT,Fixed,,,8805.6,8851.31,USD/MT,,,,,,,1,,0,18.74,0,1,8805.6,,1650.17,825.08,161716.6,24752.54,7484.76,748.48,937.0,330.03,825.08,0,165.02,0,0,0,0,0,Golden Harvest Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2024-06-16,2024-07-16,,,,,,,,2024-06-16,System,1,2024-07-11,164438.74,USD,15.0,1
2024-05-23,CT2024050152,1,1,Continental Distributors,Express Freight Services,11024.94,9371.2,398220.83,India,,,,Cashew Kernels W450,Tanzania,,,2024,,FOB,Tanzania,Tanzania,India,India,CAD,Prompt,May 2024,2,Containers,36.12,36.12,36.84,0,36.12,0,2,,,11024.94,USD/MT,Fixed,,,11024.94,10902.38,USD/MT,,,,,,,0,,0,0.0,0,0,11024.94,,3982.21,1991.1,390256.41,59733.09,9371.2,937.12,1806.0,796.44,1991.1,0,398.22,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2024-05-23,2024-06-22,,,,,,,,2024-05-23,System,0,,0.0,GBP,15.0,0
2023-02-26,CT2023020153,1,1,Middle East Trading,Port Logistics Ltd.,11202.85,9522.42,564735.67,Singapore,,,,Cashew Kernels W450,Vietnam,,,2023,,CFR,Vietnam,Vietnam,Singapore,Singapore,CAD,Prompt,February 2023,3,Containers,50.41,50.41,51.42,0,0.0,0,0,,,11202.85,USD/MT,Fixed,,,11202.85,11300.32,USD/MT,,,,,,,1,,0,50.41,0,3,11202.85,,5647.36,2823.68,553440.96,84710.48,9522.42,952.24,2520.5,1129.47,2823.68,0,564.74,0,0,0,0,0,Middle East Trading,USD/MT,1.0,,0,,0,,0,,0,,0,2023-02-26,2023-03-28,,,,,,,,2023-02-26,System,1,2023-04-22,545348.41,EUR,15.0,1
2023-12-22,CT2023120154,0,1,Green Valley Foods,Coastal Distribution,12704.77,10799.05,1134535.96,Singapore,,,,Cashew Kernels LWP,India,,,2023,,CFR,India,India,Singapore,Singapore,LC 30 days,Prompt,December 2023,5,Containers,89.3,89.3,91.09,0,0.0,0,0,,,12704.77,USD/MT,Fixed,,,12704.77,12600.89,USD/MT,,,,,,,0,,0,89.3,0,5,12704.77,,11345.36,5672.68,1111845.24,170180.8,10799.05,1079.9,4465.0,2269.07,5672.68,0,1134.54,0,0,0,0,0,Green Valley Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2023-12-22,2024-01-21,,,,,,,,2023-12-22,System,1,2024-01-17,1098985.62,USD,15.0,1
2024-02-25,CT2024020155,1,0,Pacific Rim Foods,Global Storage Co.,10021.84,8518.56,810165.55,Australia,,,,Cashew Kernels W450,Ghana,,,2024,,CIF,Ghana,Ghana,Australia,Australia,LC 90 days,Prompt,February 2024,5,Containers,80.84,80.84,82.46,0,0.0,0,0,,,10021.84,USD/MT,Fixed,,,10021.84,9716.3,USD/MT,,,,,,,1,,0,80.84,0,5,10021.84,,8101.66,4050.83,793962.24,121525.16,8518.56,851.86,4042.0,1620.33,4050.83,0,810.17,0,0,0,0,0,Pacific Rim Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2024-02-25,2024-03-26,,,,,,,,2024-02-25,System,1,2024-04-02,808214.75,EUR,15.0,1
2024-11-01,CT2024110156,1,0,Sunrise Trading LLC,Coastal Distribution,11106.96,9440.92,814806.59,South Korea,,,,Cashew Kernels BB,Ghana,,,2024,,CIF,Ghana,Ghana,South Korea,South Korea,LC 30 days,Prompt,November 2024,4,Containers,73.36,73.36,74.83,0,0.0,0,0,,,11106.96,USD/MT,Fixed,,,11106.96,11148.73,USD/MT,,,,,,,0,,0,73.36,0,4,11106.96,,8148.07,4074.03,798510.46,122220.7,9440.92,944.09,3668.0,1629.61,4074.03,0,814.81,0,0,0,0,0,Sunrise Trading LLC,USD/MT,1.0,,0,,0,,0,,0,,0,2024-11-01,2024-12-01,,,,,,,,2024-11-01,System,1,2024-11-30,785966.1,GBP,15.0,1
2024-07-25,CT2024070157,1,0,Mountain View Imports,Coastal Distribution,13425.79,11411.92,1071109.53,Canada,,,,Cashew Kernels W320,Mozambique,,,2024,,CFR,Mozambique,Mozambique,Canada,Canada,TT 30 days,Prompt,July 2024,5,Containers,79.78,79.78,81.38,0,79.78,0,5,,,13425.79,USD/MT,Fixed,,,13425.79,14083.35,USD/MT,,,,,,,0,,0,0.0,0,0,13425.79,,10711.1,5355.55,1049687.34,160666.55,11411.92,1141.19,3989.0,2142.22,5355.55,0,1071.11,0,0,0,0,0,Mountain View Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2024-07-25,2024-08-24,,,,,,,,2024-07-25,System,0,,0.0,USD,15.0,0
2023-05-22,CT2023050158,1,0,Middle East Trading,Warehouse Solutions Inc.,14957.7,12714.05,258169.9,Australia,,,,Cashew Kernels Splits,Ivory Coast,,,2023,,CIF,Ivory Coast,Ivory Coast,Australia,Australia,LC 60 days,Prompt,May 2023,1,Containers,17.26,17.26,17.61,0,0.0,0,0,,,14957.7,USD/MT,Fixed,,,14957.7,15131.44,USD/MT,,,,,,,0,,0,17.26,0,1,14957.7,,2581.7,1290.85,253006.5,38725.4,12714.05,1271.4,863.0,516.34,1290.85,0,258.17,0,0,0,0,0,Middle East Trading,USD/MT,1.0,,0,,0,,0,,0,,0,2023-05-22,2023-06-21,,,,,,,,2023-05-22,System,1,2023-06-28,256376.25,GBP,15.0,1
2023-02-28,CT2023020159,0,0,Blue Ocean Exports,Warehouse Solutions Inc.,10265.58,8725.74,906245.4,Singapore,,,,Cashew Kernels LWP,Ivory Coast,,,2023,,CFR,Ivory Coast,Ivory Coast,Singapore,Singapore,LC 90 days,Prompt,February 2023,5,Containers,88.28,88.28,90.05,0,0.0,0,0,,,10265.58,USD/MT,Fixed,,,10265.58,10740.64,USD/MT,,,,,,,1,,0,88.28,0,5,10265.58,,9062.45,4531.23,888120.49,135937.07,8725.74,872.57,4414.0,1812.49,4531.23,0,906.25,0,0,0,0,0,Blue Ocean Exports,USD/MT,1.0,,0,,0,,0,,0,,0,2023-02-28,2023-03-30,,,,,,,,2023-02-28,System,1,2023-04-16,905587.84,GBP,15.0,1
2022-05-02,CT2022050160,1,1,Middle East Trading,Global Storage Co.,10254.68,8716.48,329893.06,Saudi Arabia,,,,Cashew Kernels W450,Nigeria,,,2022,,CIF,Nigeria,Nigeria,Saudi Arabia,Saudi Arabia,CAD,Prompt,May 2022,2,Containers,32.17,32.17,32.81,0,0.0,0,0,,,10254.68,USD/MT,Fixed,,,10254.68,10205.45,USD/MT,,,,,,,0,,0,32.17,0,2,10254.68,,3298.93,1649.47,323295.2,49483.9,8716.48,871.65,1608.5,659.79,1649.47,0,329.89,0,0,0,0,0,Middle East Trading,USD/MT,1.0,,0,,0,,0,,0,,0,2022-05-02,2022-06-01,,,,,,,,2022-05-02,System,1,2022-06-22,323829.66,EUR,15.0,1
2024-04-05,CT2024040161,0,1,Ocean Trade Partners,Maritime Shipping Corp.,8017.31,6814.71,539083.92,Saudi Arabia,,,,Cashew Kernels BB,Ivory Coast,,,2024,,FOB,Ivory Coast,Ivory Coast,Saudi Arabia,Saudi Arabia,CAD,Prompt,April 2024,4,Containers,67.24,67.24,68.58,0,0.0,0,0,,,8017.31,USD/MT,Fixed,,,8017.31,7791.09,USD/MT,,,,,,,1,,0,67.24,0,4,8017.31,,5390.84,2695.42,528302.24,80862.82,6814.71,681.47,3362.0,1078.17,2695.42,0,539.08,0,0,0,0,0,Ocean Trade Partners,USD/MT,1.0,,0,,0,,0,,0,,0,2024-04-05,2024-05-05,,,,,,,,2024-04-05,System,1,2024-06-03,521785.33,EUR,15.0,1
2023-03-10,CT2023030162,0,0,Continental Distributors,Maritime Shipping Corp.,8914.16,7577.04,473074.47,Japan,,,,Cashew Kernels LWP,Nigeria,,,2023,,EXW,Nigeria,Nigeria,Japan,Japan,LC 90 days,Prompt,March 2023,3,Containers,53.07,53.07,54.13,0,53.07,0,3,,,8914.16,USD/MT,Fixed,,,8914.16,9026.64,USD/MT,,,,,,,1,,0,0.0,0,0,8914.16,,4730.74,2365.37,463612.98,70960.96,7577.04,757.7,2653.5,946.15,2365.37,0,473.07,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2023-03-10,2023-04-09,,,,,,,,2023-03-10,System,0,,0.0,GBP,15.0,0
2022-02-03,CT2022020163,1,1,Asia Pacific Imports,Global Storage Co.,12820.14,10897.12,836385.93,Australia,,,,Cashew Kernels W240,Tanzania,,,2022,,CIF,Tanzania,Tanzania,Australia,Australia,CAD,Prompt,February 2022,4,Containers,65.24,65.24,66.54,0,0.0,0,0,,,12820.14,USD/MT,Fixed,,,12820.14,12284.8,USD/MT,,,,,,,0,,0,65.24,0,4,12820.14,,8363.86,4181.93,819658.21,125457.82,10897.12,1089.71,3262.0,1672.77,4181.93,0,836.39,0,0,0,0,0,Asia Pacific Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2022-02-03,2022-03-05,,,,,,,,2022-02-03,System,1,2022-03-07,798470.05,EUR,15.0,1
2022-04-17,CT2022040164,1,0,Pacific Rim Foods,Maritime Shipping Corp.,12925.89,10987.01,936997.77,Saudi Arabia,,,,Cashew Kernels SW,Ghana,,,2022,,FOB,Ghana,Ghana,Saudi Arabia,Saudi Arabia,LC 60 days,Prompt,April 2022,4,Containers,72.49,72.49,73.94,0,0.0,0,0,,,12925.89,USD/MT,Fixed,,,12925.89,12290.02,USD/MT,,,,,,,1,,0,72.49,0,4,12925.89,,9369.98,4684.99,918257.81,140549.42,10987.01,1098.7,3624.5,1874.0,4684.99,0,937.0,0,0,0,0,0,Pacific Rim Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2022-04-17,2022-05-17,,,,,,,,2022-04-17,System,1,2022-06-08,900744.9,EUR,15.0,1
2022-09-04,CT2022090165,0,0,Green Valley Foods,Land Transport Group,8625.32,7331.52,141627.75,Saudi Arabia,,,,Cashew Kernels BB,India,,,2022,,FOB,India,India,Saudi Arabia,Saudi Arabia,LC 30 days,Prompt,September 2022,1,Containers,16.42,16.42,16.75,0,0.0,0,0,,,8625.32,USD/MT,Fixed,,,8625.32,8253.06,USD/MT,,,,,,,0,,0,16.42,0,1,8625.32,,1416.28,708.14,138795.2,21244.19,7331.52,733.15,821.0,283.26,708.14,0,141.63,0,0,0,0,0,Green Valley Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2022-09-04,2022-10-04,,,,,,,,2022-09-04,System,1,2022-10-08,135517.43,EUR,15.0,1
2022-12-03,CT2022120166,1,1,Continental Distributors,Air Cargo International,11096.69,9432.19,797408.14,Saudi Arabia,,,,Cashew Kernels W450,India,,,2022,,CIF,India,India,Saudi Arabia,Saudi Arabia,LC 30 days,Prompt,December 2022,4,Containers,71.86,71.86,73.3,0,0.0,0,0,,,11096.69,USD/MT,Fixed,,,11096.69,11610.74,USD/MT,,,,,,,1,,0,71.86,0,4,11096.69,,7974.08,3987.04,781459.98,119610.97,9432.19,943.22,3593.0,1594.82,3987.04,0,797.41,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2022-12-03,2023-01-02,,,,,,,,2022-12-03,System,1,2022-12-25,781044.29,USD,15.0,1
2022-10-14,CT2022100167,1,0,American Cashew Corp.,Maritime Shipping Corp.,13048.26,11091.02,1168080.24,UAE,,,,Cashew Kernels SW,Vietnam,,,2022,,CFR,Vietnam,Vietnam,UAE,UAE,CAD,Prompt,October 2022,5,Containers,89.52,89.52,91.31,0,89.52,0,5,,,13048.26,USD/MT,Fixed,,,13048.26,13071.42,USD/MT,,,,,,,0,,0,0.0,0,0,13048.26,,11680.8,5840.4,1144718.64,175212.13,11091.02,1109.1,4476.0,2336.16,5840.4,0,1168.08,0,0,0,0,0,American Cashew Corp.,USD/MT,1.0,,0,,0,,0,,0,,0,2022-10-14,2022-11-13,,,,,,,,2022-10-14,System,0,,0.0,USD,15.0,0
2024-03-13,CT2024030168,0,1,Middle East Trading,Warehouse Solutions Inc.,9687.57,8234.43,660401.65,India,,,,Cashew Kernels SW,Nigeria,,,2024,,FCA,Nigeria,Nigeria,India,India,LC 30 days,Prompt,March 2024,4,Containers,68.17,68.17,69.53,0,68.17,0,4,,,9687.57,USD/MT,Fixed,,,9687.57,10107.94,USD/MT,,,,,,,0,,0,0.0,0,0,9687.57,,6604.02,3302.01,647193.62,99060.56,8234.43,823.44,3408.5,1320.8,3302.01,0,660.4,0,0,0,0,0,Middle East Trading,USD/MT,1.0,,0,,0,,0,,0,,0,2024-03-13,2024-04-12,,,,,,,,2024-03-13,System,0,,0.0,GBP,15.0,0
2024-03-03,CT2024030169,0,1,Green Valley Foods,Quick Ship Logistics,13392.57,11383.68,1034843.88,South Korea,,,,Cashew Kernels W450,Ivory Coast,,,2024,,FOB,Ivory Coast,Ivory Coast,South Korea,South Korea,TT 30 days,Prompt,March 2024,4,Containers,77.27,77.27,78.82,0,0.0,0,0,,,13392.57,USD/MT,Fixed,,,13392.57,13401.42,USD/MT,,,,,,,1,,0,77.27,0,4,13392.57,,10348.44,5174.22,1014147.0,155226.93,11383.68,1138.37,3863.5,2069.69,5174.22,0,1034.84,0,0,0,0,0,Green Valley Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2024-03-03,2024-04-02,,,,,,,,2024-03-03,System,1,2024-03-31,985162.42,USD,15.0,1
2024-05-17,CT2024050170,0,1,Golden Harvest Co.,Land Transport Group,8553.15,7270.18,406274.62,Germany,,,,Cashew Kernels W450,Ghana,,,2024,,CIF,Ghana,Ghana,Germany,Germany,LC 60 days,Prompt,May 2024,3,Containers,47.5,47.5,48.45,0,0.0,0,0,,,8553.15,USD/MT,Fixed,,,8553.15,8723.08,USD/MT,,,,,,,0,,0,47.5,0,3,8553.15,,4062.75,2031.37,398149.13,60941.07,7270.18,727.02,2375.0,812.55,2031.37,0,406.27,0,0,0,0,0,Golden Harvest Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2024-05-17,2024-06-16,,,,,,,,2024-05-17,System,1,2024-07-08,398845.77,GBP,15.0,1
2022-04-29,CT2022040171,0,0,American Cashew Corp.,Port Logistics Ltd.,8385.2,7127.42,602057.36,Brazil,,,,Cashew Kernels W320,Tanzania,,,2022,,CIF,Tanzania,Tanzania,Brazil,Brazil,LC 30 days,Prompt,April 2022,4,Containers,71.8,71.8,73.24,0,71.8,0,4,,,8385.2,USD/MT,Fixed,,,8385.2,8382.19,USD/MT,,,,,,,1,,0,0.0,0,0,8385.2,,6020.57,3010.29,590016.21,90308.6,7127.42,712.74,3590.0,1204.11,3010.29,0,602.06,0,0,0,0,0,American Cashew Corp.,USD/MT,1.0,,0,,0,,0,,0,,0,2022-04-29,2022-05-29,,,,,,,,2022-04-29,System,0,,0.0,USD,15.0,0
2024-12-07,CT2024120172,0,1,Ocean Trade Partners,Maritime Shipping Corp.,8826.4,7502.44,488099.92,Netherlands,,,,Cashew Kernels W450,Ivory Coast,,,2024,,FOB,Ivory Coast,Ivory Coast,Netherlands,Netherlands,LC 90 days,Prompt,December 2024,3,Containers,55.3,55.3,56.41,0,0.0,0,0,,,8826.4,USD/MT,Fixed,,,8826.4,8786.86,USD/MT,,,,,,,1,,0,55.3,0,3,8826.4,,4881.0,2440.5,478337.92,73214.99,7502.44,750.24,2765.0,976.2,2440.5,0,488.1,0,0,0,0,0,Ocean Trade Partners,USD/MT,1.0,,0,,0,,0,,0,,0,2024-12-07,2025-01-06,,,,,,,,2024-12-07,System,1,2024-12-26,470112.21,EUR,15.0,1
2022-04-24,CT2022040173,0,0,Continental Distributors,Quick Ship Logistics,14259.88,12120.9,795416.11,Netherlands,,,,Cashew Kernels W450,Ivory Coast,,,2022,,FOB,Ivory Coast,Ivory Coast,Netherlands,Netherlands,LC 60 days,Prompt,April 2022,3,Containers,55.78,55.78,56.9,0,0.0,0,0,,,14259.88,USD/MT,Fixed,,,14259.88,13612.46,USD/MT,,,,,,,1,,0,55.78,0,3,14259.88,,7954.16,3977.08,779507.79,119312.31,12120.9,1212.09,2789.0,1590.83,3977.08,0,795.42,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2022-04-24,2022-05-24,,,,,,,,2022-04-24,System,1,2022-05-11,789796.06,GBP,15.0,1
2024-02-24,CT2024020174,0,1,Royal Nut Company,Global Storage Co.,12998.15,11048.43,1216106.91,Netherlands,,,,Cashew Kernels W240,Nigeria,,,2024,,EXW,Nigeria,Nigeria,Netherlands,Netherlands,LC 60 days,Prompt,February 2024,5,Containers,93.56,93.56,95.43,0,0.0,0,0,,,12998.15,USD/MT,Fixed,,,12998.15,12503.44,USD/MT,,,,,,,0,,0,93.56,0,5,12998.15,,12161.07,6080.53,1191784.77,182415.8,11048.43,1104.84,4678.0,2432.21,6080.53,0,1216.11,0,0,0,0,0,Royal Nut Company,USD/MT,1.0,,0,,0,,0,,0,,0,2024-02-24,2024-03-25,,,,,,,,2024-02-24,System,1,2024-03-30,1171795.5,EUR,15.0,1
2023-01-03,CT2023010175,1,1,American Cashew Corp.,Inland Warehousing,13414.69,11402.49,1017638.38,United States,,,,Cashew Kernels W320,Tanzania,,,2023,,CFR,Tanzania,Tanzania,United States,United States,LC 90 days,Prompt,January 2023,4,Containers,75.86,75.86,77.38,0,0.0,0,0,,,13414.69,USD/MT,Fixed,,,13414.69,13736.07,USD/MT,,,,,,,0,,0,75.86,0,4,13414.69,,10176.38,5088.19,997285.61,152645.49,11402.49,1140.25,3793.0,2035.28,5088.19,0,1017.64,0,0,0,0,0,American Cashew Corp.,USD/MT,1.0,,0,,0,,0,,0,,0,2023-01-03,2023-02-02,,,,,,,,2023-01-03,System,1,2023-01-18,985527.79,USD,15.0,1
2024-08-08,CT2024080176,0,1,African Export Group,Quick Ship Logistics,9715.89,8258.51,900760.16,Australia,,,,Cashew Kernels SW,Nigeria,,,2024,,FOB,Nigeria,Nigeria,Australia,Australia,TT Advance,Prompt,August 2024,5,Containers,92.71,92.71,94.56,0,0.0,0,0,,,9715.89,USD/MT,Fixed,,,9715.89,9231.52,USD/MT,,,,,,,1,,0,92.71,0,5,9715.89,,9007.6,4503.8,882744.96,135113.7,8258.51,825.85,4635.5,1801.52,4503.8,0,900.76,0,0,0,0,0,African Export Group,USD/MT,1.0,,0,,0,,0,,0,,0,2024-08-08,2024-09-07,,,,,,,,2024-08-08,System,1,2024-09-14,884363.71,USD,15.0,1
2023-09-22,CT2023090177,1,1,Asia Pacific Imports,Express Freight Services,14807.91,12586.72,1145836.08,Canada,,,,Cashew Kernels Pieces,India,,,2023,,CIF,India,India,Canada,Canada,CAD,Prompt,September 2023,4,Containers,77.38,77.38,78.93,0,0.0,0,0,,,14807.91,USD/MT,Fixed,,,14807.91,14746.4,USD/MT,,,,,,,0,,0,77.38,0,4,14807.91,,11458.36,5729.18,1122919.36,171875.69,12586.72,1258.67,3869.0,2291.67,5729.18,0,1145.84,0,0,0,0,0,Asia Pacific Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2023-09-22,2023-10-22,,,,,,,,2023-09-22,System,1,2023-10-21,1139951.49,EUR,15.0,1
